week,country_name,city_name,orders,billings,subtotal,delivery_fees,service_fees,other_fees,promotions
2019-04-15,Middle-earth,other,1039,2838798.6900000004,2178548.1900000004,660250.5,0.0,0.0,-10690.679999999998
2019-04-22,Middle-earth,Khazad-dum,12286,35567581.13999999,28219324.770000003,7346839.5,0.0,0.0,-111924.54
2019-04-22,Middle-earth,Lake Town,5191,14438331.179999992,11314247.490000006,3123393.0,0.0,0.0,-41266.67999999999
2019-04-22,Middle-earth,Pelargir,1770,5302820.25,4161549.210000002,1140867.0,0.0,0.0,-17390.100000000002
2019-04-22,Middle-earth,Goblin Town,5623,15821218.13999999,12521194.139999991,3300024.0,0.0,0.0,-46680.27000000001
2019-04-22,Middle-earth,Archet,3040,8617569.869999994,6867407.819999995,1750066.5,0.0,0.0,-21250.32
2019-04-22,Middle-earth,Minas Morgul,5928,17120580.750000004,13833363.179999994,3287193.0,0.0,0.0,-48946.16999999999
2019-04-22,Middle-earth,Rivendell,7161,19526955.63000001,15516588.359999975,4009960.5,0.0,0.0,-48924.329999999994
2019-04-22,Middle-earth,other,5034,13195894.530000005,10385173.890000006,2810125.5,0.0,0.0,-29718.779999999995
2019-04-22,Middle-earth,Osgiliath,397605,1176654212.369999,970526304.9299983,205990239.0,0.0,0.0,-2350934.039999997
2019-04-22,Middle-earth,Minas Tirith,16545,48537494.45999994,39221866.31999996,9312849.0,0.0,0.0,-160898.01
2019-04-22,Middle-earth,Lonely Mountain,8655,24427474.88999999,19372950.870000005,5051865.0,0.0,0.0,-88288.2
2019-04-22,Middle-earth,Gondolin,3789,10146645.599999996,7997040.869999997,2147827.5,0.0,0.0,-30294.810000000005
2019-04-22,Middle-earth,Dale,6202,16612877.190000009,13023336.690000003,3589540.5,0.0,0.0,-60262.020000000004
2019-04-22,Middle-earth,other,538,1658270.25,1314950.9099999997,343024.5,0.0,0.0,-2730.0
2019-04-22,Middle-earth,Fornost,4711,13215490.470000016,10423145.460000008,2791152.0,0.0,0.0,-26639.34
2019-04-22,Middle-earth,Edoras,7620,20772266.970000017,16258785.269999994,4512963.0,0.0,0.0,-49030.799999999996
2019-04-22,Middle-earth,Hobbiton,6876,20493370.169999994,16270185.75,4221535.5,0.0,0.0,-64086.75
2019-04-22,Middle-earth,other,1135,3267496.0500000007,2528894.5500000017,738601.5,0.0,0.0,-20827.17
2019-04-28,Middle-earth,Khazad-dum,13786,36769570.11000006,29146910.520000026,7620795.0,0.0,0.0,-127411.83000000002
2019-04-28,Middle-earth,Lake Town,5347,14603348.760000005,11450818.470000008,3151785.0,0.0,0.0,-28312.83
2019-04-28,Middle-earth,Pelargir,2130,5897315.969999999,4619722.379999997,1276684.5,0.0,0.0,-20122.829999999998
2019-04-28,Middle-earth,Goblin Town,6052,16541285.669999989,13086926.579999987,3454132.5,0.0,0.0,-39347.49
2019-04-28,Middle-earth,Archet,3502,9953066.759999989,7956694.1999999955,1996039.5,0.0,0.0,-24226.019999999997
2019-04-28,Middle-earth,Minas Morgul,6105,17755589.67,14314230.840000007,3441301.5,0.0,0.0,-51310.35
2019-04-28,Middle-earth,Rivendell,7624,21164780.91000001,16833491.220000003,4329780.0,0.0,0.0,-39964.47
2019-04-28,Middle-earth,other,4954,13052490.359999998,10235894.759999996,2815995.0,0.0,0.0,-21023.730000000003
2019-04-28,Middle-earth,Osgiliath,410773,1239172435.4099987,1021419865.829999,217595332.5,0.0,0.0,-2533096.019999999
2019-04-28,Middle-earth,Minas Tirith,17365,49575705.26999996,40005329.91000002,9566875.5,0.0,0.0,-176685.59999999995
2019-04-28,Middle-earth,Lonely Mountain,8656,23972443.949999988,18984564.689999983,4968736.5,0.0,0.0,-88566.66
2019-04-28,Middle-earth,Gondolin,3658,10233320.370000008,8068924.500000013,2162842.5,0.0,0.0,-37949.729999999996
2019-04-28,Middle-earth,Dale,5794,16400169.240000002,12905133.15,3495082.5,0.0,0.0,-53688.18
2019-04-28,Middle-earth,other,516,1640080.2599999988,1310298.9899999995,328692.0,0.0,0.0,-1365.0
2019-04-28,Middle-earth,Fornost,4915,13853049.209999993,10896582.059999995,2955361.5,0.0,0.0,-33300.53999999999
2019-04-28,Middle-earth,Edoras,8502,22518194.79,17594697.119999997,4923282.0,0.0,0.0,-50207.43000000001
2019-04-28,Middle-earth,Hobbiton,7587,22243376.609999973,17649021.389999993,4592269.5,0.0,0.0,-52762.71000000001
2019-04-28,Middle-earth,other,1179,3164864.430000002,2420529.9300000025,744334.5,0.0,0.0,-14395.29
2019-05-05,Middle-earth,Khazad-dum,14391,39933989.55000001,31611950.370000005,8320357.5,0.0,0.0,-119770.56000000003
2019-05-05,Middle-earth,Lake Town,6234,17577429.87000002,13804157.640000012,3772587.0,0.0,0.0,-34507.200000000004
2019-05-05,Middle-earth,Pelargir,1986,5774591.55,4529460.390000002,1244880.0,0.0,0.0,-17433.78
2019-05-05,Middle-earth,Goblin Town,5896,16708413.54000001,13243705.020000014,3464506.5,0.0,0.0,-45989.58
2019-05-05,Middle-earth,Archet,4159,11352208.140000006,9049201.980000006,2302891.5,0.0,0.0,-31733.519999999997
2019-05-05,Middle-earth,Minas Morgul,6736,20034986.789999988,16142484.539999992,3892434.0,0.0,0.0,-42132.09
2019-05-05,Middle-earth,Rivendell,8275,23287538.820000004,18386973.14999999,4899394.5,0.0,0.0,-52530.659999999996
2019-05-05,Middle-earth,other,5104,14270837.490000004,11223671.55,3047089.5,0.0,0.0,-32825.52
2019-05-05,Middle-earth,Osgiliath,419385,1278315874.2899997,1051983583.5599988,226185141.0,0.0,0.0,-4211180.6099999985
2019-05-05,Middle-earth,Minas Tirith,17914,52508134.76999998,42416485.02000001,10088578.5,0.0,0.0,-180147.24000000005
2019-05-05,Middle-earth,Lonely Mountain,9202,26689967.849999994,21196290.57,5472558.0,0.0,0.0,-85312.5
2019-05-05,Middle-earth,Gondolin,3739,10569555.359999986,8364343.259999998,2203929.0,0.0,0.0,-35421.74999999999
2019-05-05,Middle-earth,Dale,5848,16167049.08000001,12677347.410000004,3489622.5,0.0,0.0,-36633.87
2019-05-05,Middle-earth,other,327,1048478.3399999999,839622.4200000004,208299.0,0.0,0.0,-3412.5
2019-05-05,Middle-earth,Fornost,5413,15280921.110000009,12044743.620000005,3234777.0,0.0,0.0,-57564.77999999999
2019-05-05,Middle-earth,Edoras,8967,24596339.039999984,19305492.56999998,5290603.5,0.0,0.0,-77862.33000000002
2019-05-05,Middle-earth,Hobbiton,8149,23935575.29999999,18944100.630000003,4990030.5,0.0,0.0,-84504.42000000001
2019-05-05,Middle-earth,other,1356,3846187.7999999975,2995792.8,850395.0,0.0,0.0,-12751.83
2019-05-12,Middle-earth,Khazad-dum,13165,36298934.49000005,28785444.87000003,7511868.0,0.0,0.0,-108637.61999999995
2019-05-12,Middle-earth,Lake Town,5796,16188457.74000001,12705553.770000005,3481978.5,0.0,0.0,-52410.53999999999
2019-05-12,Middle-earth,Pelargir,1867,5550990.899999995,4359201.209999998,1191235.5,0.0,0.0,-29453.969999999998
2019-05-12,Middle-earth,Goblin Town,5440,15597906.870000007,12359720.100000001,3238053.0,0.0,0.0,-52290.42
2019-05-12,Middle-earth,Archet,3924,11227236.929999998,8954599.290000001,2272588.5,0.0,0.0,-22861.020000000004
2019-05-12,Middle-earth,Minas Morgul,7323,21340418.19000001,17150586.18,4189731.0,0.0,0.0,-73518.90000000001
2019-05-12,Middle-earth,Rivendell,8385,23463803.999999996,18696347.670000006,4766034.0,0.0,0.0,-65255.19000000001
2019-05-12,Middle-earth,other,5088,13620256.649999995,10690194.059999993,2929699.5,0.0,0.0,-45833.969999999994
2019-05-12,Middle-earth,Osgiliath,415428,1317184189.2299988,1087875614.2799993,229148883.60000005,0.0,0.0,-3169797.539999998
2019-05-12,Middle-earth,Minas Tirith,17542,51284401.35000002,41474766.060000025,9806569.5,0.0,0.0,-119262.77999999998
2019-05-12,Middle-earth,Lonely Mountain,9103,26693088.23999998,21250161.660000004,5431881.0,0.0,0.0,-127785.84
2019-05-12,Middle-earth,Gondolin,3664,10344617.01000001,8161670.790000006,2180587.5,0.0,0.0,-49494.9
2019-05-12,Middle-earth,Dale,6826,18429776.819999997,14476373.729999993,3953449.5,0.0,0.0,-57259.020000000004
2019-05-12,Middle-earth,other,486,1570143.1199999996,1259114.2199999993,309582.0,0.0,0.0,-3412.5
2019-05-12,Middle-earth,Fornost,4723,13906456.200000003,11026677.480000006,2877966.0,0.0,0.0,-55479.06
2019-05-12,Middle-earth,Edoras,8728,24593068.499999993,19395082.98000001,5197647.0,0.0,0.0,-61419.53999999999
2019-05-12,Middle-earth,Hobbiton,8238,23778310.920000006,18877862.63999998,4898848.5,0.0,0.0,-106308.93000000002
2019-05-12,Middle-earth,other,1221,3423971.459999998,2662437.9599999986,761533.5,0.0,0.0,-12678.119999999999
2019-05-19,Middle-earth,Khazad-dum,13746,39172638.95999997,31002428.729999997,8156011.5,0.0,0.0,-114381.54000000001
2019-05-19,Middle-earth,Lake Town,6046,17297894.249999993,13601348.669999994,3687684.0,0.0,0.0,-54881.19
2019-05-19,Middle-earth,Pelargir,2224,6561191.910000006,5126142.840000004,1431885.0,0.0,0.0,-36541.049999999996
2019-05-19,Middle-earth,Goblin Town,5649,16562369.460000014,13055618.939999992,3498495.0,0.0,0.0,-41356.770000000004
2019-05-19,Middle-earth,Archet,3675,10142583.360000001,8081021.130000008,2058829.5,0.0,0.0,-21081.059999999994
2019-05-19,Middle-earth,Minas Morgul,7114,20364421.349999983,16369989.08999999,3986209.5,0.0,0.0,-26745.81
2019-05-19,Middle-earth,Rivendell,8725,23943333.959999982,18957371.160000015,4976380.5,0.0,0.0,-43155.84
2019-05-19,Middle-earth,other,5560,14562139.40999999,11375762.58,3178675.5,0.0,0.0,-36816.780000000006
2019-05-19,Middle-earth,Osgiliath,421306,1332747698.099998,1098719283.4799984,233339788.50000003,0.0,0.0,-2128619.2199999965
2019-05-19,Middle-earth,Minas Tirith,18105,51493208.13,41664260.820000015,9803703.0,0.0,0.0,-101700.68999999999
2019-05-19,Middle-earth,Lonely Mountain,7905,23578373.909999993,18672951.569999993,4882741.5,0.0,0.0,-47622.11999999999
2019-05-19,Middle-earth,Gondolin,3961,11170272.750000013,8833245.330000004,2331420.0,0.0,0.0,-22110.269999999997
2019-05-19,Middle-earth,Dale,6480,17714505.90000001,13877914.050000016,3827869.5,0.0,0.0,-37862.37000000001
2019-05-19,Middle-earth,other,483,1554259.9799999995,1243646.0399999993,309582.0,0.0,0.0,-3412.5
2019-05-19,Middle-earth,Fornost,4963,14196330.330000002,11193294.84,2999587.5,0.0,0.0,-25091.43
2019-05-19,Middle-earth,Edoras,8836,25236764.279999968,19791637.319999997,5431608.0,0.0,0.0,-61812.659999999996
2019-05-19,Middle-earth,Hobbiton,8674,24642213.959999997,19438762.97999999,5193825.0,0.0,0.0,-59342.01
2019-05-19,Middle-earth,other,1134,3324569.429999999,2578430.3999999994,744334.5,0.0,0.0,-13491.66
2019-05-26,Middle-earth,Khazad-dum,8839,26114320.04999999,20735439.269999996,5355168.0,0.0,0.0,-37059.75
2019-05-26,Middle-earth,Lake Town,4732,13228400.639999986,10369763.03999999,2845342.5,0.0,0.0,-20980.05
2019-05-26,Middle-earth,Pelargir,963,2832353.1600000006,2214840.8099999987,616024.5,0.0,0.0,-6434.61
2019-05-26,Middle-earth,Goblin Town,2619,7038404.100000003,5547365.460000002,1483755.0,0.0,0.0,-8370.18
2019-05-26,Middle-earth,Archet,1437,4088235.059999998,3286458.63,797842.5,0.0,0.0,-8053.5
2019-05-26,Middle-earth,Minas Morgul,2331,7003378.200000001,5684332.290000002,1312993.5,0.0,0.0,-11419.59
2019-05-26,Middle-earth,Rivendell,6940,19597935.63,15653470.559999999,3927105.0,0.0,0.0,-27865.109999999997
2019-05-26,Middle-earth,other,4636,12293116.289999994,9699193.140000008,2583535.5,0.0,0.0,-36120.63
2019-05-26,Middle-earth,Osgiliath,247044,794234447.3699989,654935645.9099995,138538026.9,0.0,0.0,-967058.819999999
2019-05-26,Middle-earth,Minas Tirith,19618,56995678.74000007,46046994.62999999,10891198.5,0.0,0.0,-88056.15
2019-05-26,Middle-earth,Lonely Mountain,8872,25559554.019999985,20344710.75000002,5171848.5,0.0,0.0,-58959.810000000005
2019-05-26,Middle-earth,Gondolin,1980,5506669.349999996,4348447.739999999,1153425.0,0.0,0.0,-11048.31
2019-05-26,Middle-earth,Dale,4959,13487043.570000008,10644515.7,2831283.0,0.0,0.0,-25266.15
2019-05-26,Middle-earth,other,444,1486181.9699999988,1195131.21,290472.0,0.0,0.0,-682.5
2019-05-26,Middle-earth,Fornost,4738,13980428.280000012,11134244.940000007,2832648.0,0.0,0.0,-32869.2
2019-05-26,Middle-earth,Edoras,8374,23871035.370000005,18807789.000000004,5043538.5,0.0,0.0,-31037.37
2019-05-26,Middle-earth,Hobbiton,6027,17001394.40999999,13457040.869999997,3534258.0,0.0,0.0,-34092.24
2019-05-26,Middle-earth,other,1324,3882434.010000002,3033171.9599999995,845617.5,0.0,0.0,-1365.0
2019-06-05,Middle-earth,Khazad-dum,12277,34758690.330000035,27458023.319999993,7272037.5,0.0,0.0,-94026.66
2019-06-05,Middle-earth,Lake Town,6028,16680761.370000005,13057947.629999986,3601962.0,0.0,0.0,-23783.760000000002
2019-06-05,Middle-earth,Pelargir,2254,6527399.969999995,5091125.130000002,1430656.5,0.0,0.0,-16863.21
2019-06-05,Middle-earth,Goblin Town,5308,14538792.44999999,11472117.929999987,3050229.0,0.0,0.0,-18449.340000000004
2019-06-05,Middle-earth,Archet,3475,10067003.309999995,8039623.41000001,2018289.0,0.0,0.0,-4095.0
2019-06-05,Middle-earth,Minas Morgul,6492,19683119.819999985,15863524.950000001,3800706.0,0.0,0.0,-23748.270000000004
2019-06-05,Middle-earth,Rivendell,8577,23187795.540000007,18489099.719999988,4675125.0,0.0,0.0,-47854.17
2019-06-05,Middle-earth,other,5217,13629137.340000004,10679260.410000006,2937889.5,0.0,0.0,-14908.53
2019-06-05,Middle-earth,Osgiliath,418119,1314506097.449998,1082194331.3999987,231061303.20000008,0.0,0.0,-1542750.299999999
2019-06-05,Middle-earth,Minas Tirith,18156,51861646.19999995,41902731.77999997,9904030.5,0.0,0.0,-86699.34
2019-06-05,Middle-earth,Lonely Mountain,9072,25566597.420000017,20328783.929999977,5198875.5,0.0,0.0,-39587.729999999996
2019-06-05,Middle-earth,Gondolin,3451,9310722.33,7324953.089999992,1976520.0,0.0,0.0,-24283.35
2019-06-05,Middle-earth,Dale,6315,17473452.35999998,13762506.029999996,3697102.5,0.0,0.0,-36434.58
2019-06-05,Middle-earth,other,790,2225678.9099999988,1728406.6799999985,495904.5,0.0,0.0,-2699.9700000000003
2019-06-05,Middle-earth,Fornost,4662,13415023.44,10578657.180000009,2820499.5,0.0,0.0,-28285.530000000002
2019-06-05,Middle-earth,Edoras,8694,24159233.279999997,18948070.049999993,5186863.5,0.0,0.0,-42309.53999999999
2019-06-05,Middle-earth,Hobbiton,8638,25381189.470000006,20117525.60999998,5248152.0,0.0,0.0,-51520.56
2019-06-05,Middle-earth,other,1120,3214697.850000004,2476347.51,734779.5,0.0,0.0,-11067.42
2019-06-12,Middle-earth,Khazad-dum,12891,35490374.00999999,28092352.47,7390383.0,0.0,0.0,-50152.83
2019-06-12,Middle-earth,Lake Town,8019,21419650.979999986,16740701.249999994,4672395.0,0.0,0.0,-31646.159999999996
2019-06-12,Middle-earth,Pelargir,2808,7905809.7299999995,6180354.18,1723585.5,0.0,0.0,-12893.79
2019-06-12,Middle-earth,Goblin Town,5448,14828854.950000005,11733772.050000004,3090633.0,0.0,0.0,-24269.699999999997
2019-06-12,Middle-earth,Archet,3823,10848790.680000003,8693553.959999997,2151786.0,0.0,0.0,-14291.55
2019-06-12,Middle-earth,Minas Morgul,6181,18408425.48999999,14875961.1,3525931.5,0.0,0.0,-26426.4
2019-06-12,Middle-earth,Rivendell,8191,22525814.219999984,17990047.53,4528524.0,0.0,0.0,-32345.04
2019-06-12,Middle-earth,other,5245,14106363.18,11072211.149999995,3030163.5,0.0,0.0,-17062.5
2019-06-12,Middle-earth,Osgiliath,393715,1285755801.329999,1059696750.8399976,225690956.4,0.0,0.0,-1543339.979999999
2019-06-12,Middle-earth,Minas Tirith,19618,56402160.35999996,45717718.41,10668294.0,0.0,0.0,-156598.26
2019-06-12,Middle-earth,Lonely Mountain,9457,26472777.239999976,21036593.760000005,5413044.0,0.0,0.0,-62028.33
2019-06-12,Middle-earth,Gondolin,3289,8931268.709999995,7024169.879999998,1904857.5,0.0,0.0,-9658.740000000002
2019-06-12,Middle-earth,Dale,5809,15732706.07999999,12379048.499999989,3348754.5,0.0,0.0,-25186.979999999996
2019-06-12,Middle-earth,other,727,2138346.2099999986,1676681.3699999996,461506.5,0.0,0.0,-5490.03
2019-06-12,Middle-earth,Fornost,5220,14582065.680000003,11581743.809999991,2993581.5,0.0,0.0,-24701.040000000005
2019-06-12,Middle-earth,Edoras,8652,25396532.06999998,19914233.429999992,5474469.0,0.0,0.0,-33680.009999999995
2019-06-12,Middle-earth,Hobbiton,7723,22687342.86000002,17927145.600000016,4756615.5,0.0,0.0,-28195.439999999995
2019-06-12,Middle-earth,other,1261,3534288.0299999984,2727182.639999999,806442.0,0.0,0.0,-2047.5
2019-06-19,Middle-earth,Khazad-dum,12742,36816037.43999998,29116645.739999972,7699555.5,0.0,0.0,-85443.54000000002
2019-06-19,Middle-earth,Lake Town,8881,24506683.11,19144826.610000003,5361856.5,0.0,0.0,-40455.87
2019-06-19,Middle-earth,Pelargir,3105,8898282.120000005,6968854.620000004,1929427.5,0.0,0.0,-23819.25
2019-06-19,Middle-earth,Goblin Town,5850,16783761.54000002,13313385.540000014,3470376.0,0.0,0.0,-29615.04
2019-06-19,Middle-earth,Archet,4144,11657422.14,9303738.98999999,2353806.0,0.0,0.0,-8872.5
2019-06-19,Middle-earth,Minas Morgul,6979,20539941.24000001,16568200.739999996,3971740.5,0.0,0.0,-14875.77
2019-06-19,Middle-earth,Rivendell,7213,20313121.91999999,16169254.92,4143867.0,0.0,0.0,-28610.399999999998
2019-06-19,Middle-earth,other,4885,13322345.400000004,10504712.400000002,2817633.0,0.0,0.0,-25345.32
2019-06-19,Middle-earth,Osgiliath,433671,1344320078.0100002,1110026779.6799998,234269189.70000008,0.0,0.0,-1470721.979999999
2019-06-19,Middle-earth,Minas Tirith,18543,52871265.72000003,42826157.01,10045171.5,0.0,0.0,-158905.11
2019-06-19,Middle-earth,Lonely Mountain,8028,22600154.85,17926304.76000002,4667208.0,0.0,0.0,-49418.45999999999
2019-06-19,Middle-earth,Gondolin,3108,8717318.609999994,6913198.109999994,1804120.5,0.0,0.0,-4812.99
2019-06-19,Middle-earth,Dale,6993,18730499.969999988,14740331.969999995,3990168.0,0.0,0.0,-40707.03
2019-06-19,Middle-earth,other,781,2270470.0199999986,1774565.5199999989,495904.5,0.0,0.0,-1837.2900000000002
2019-06-19,Middle-earth,Fornost,4981,14293065.150000013,11296554.360000005,2996584.5,0.0,0.0,-19544.07
2019-06-19,Middle-earth,Edoras,9201,25221405.300000004,19800717.29999999,5420688.0,0.0,0.0,-29301.09
2019-06-19,Middle-earth,Hobbiton,8914,25598238.120000016,20245614.480000004,5353120.5,0.0,0.0,-85328.87999999999
2019-06-19,Middle-earth,other,1144,3453941.399999997,2722983.899999999,730957.5,0.0,0.0,-13161.33
2019-06-26,Middle-earth,Khazad-dum,13158,39349583.91000001,31377705.450000003,7971190.5,0.0,0.0,-68351.01
2019-06-26,Middle-earth,Lake Town,7842,21911605.169999998,17186996.190000013,4723855.5,0.0,0.0,-48195.420000000006
2019-06-26,Middle-earth,Pelargir,2944,8767187.519999996,6927814.529999994,1838245.5,0.0,0.0,-20633.34
2019-06-26,Middle-earth,Goblin Town,4542,13394092.529999994,10670196.809999993,2723584.5,0.0,0.0,-17532.06
2019-06-26,Middle-earth,Archet,3375,9919209.299999988,8030185.799999999,1889023.5,0.0,0.0,-5219.759999999999
2019-06-26,Middle-earth,Minas Morgul,6774,20702316.179999985,16768716.50999999,3932974.5,0.0,0.0,-34239.66
2019-06-26,Middle-earth,Rivendell,6474,18949972.860000018,15151011.330000002,3798385.5,0.0,0.0,-28716.87
2019-06-26,Middle-earth,other,4666,13147535.310000012,10447797.360000005,2699560.5,0.0,0.0,-23704.59
2019-06-26,Middle-earth,Osgiliath,448018,1361534518.8899977,1124478498.7799988,237036372.3,0.0,0.0,-1636771.499999999
2019-06-26,Middle-earth,Minas Tirith,16455,50493473.93999998,41102729.85,9390790.5,0.0,0.0,-100433.96999999999
2019-06-26,Middle-earth,Lonely Mountain,7411,21747701.429999966,17377277.19,4365543.0,0.0,0.0,-33194.07
2019-06-26,Middle-earth,Gondolin,2917,8269260.09,6587287.979999998,1681816.5,0.0,0.0,-13805.61
2019-06-26,Middle-earth,Dale,5799,16935675.119999994,13467756.119999995,3467919.0,0.0,0.0,-57529.29000000001
2019-06-26,Middle-earth,other,562,1739695.2299999993,1365139.2299999988,374556.0,0.0,0.0,-3295.11
2019-06-26,Middle-earth,Fornost,3880,11458091.189999994,9129753.359999994,2328280.5,0.0,0.0,-27368.25
2019-06-26,Middle-earth,Edoras,8650,25155901.679999996,19878402.18,5277499.5,0.0,0.0,-29751.54
2019-06-26,Middle-earth,Hobbiton,7470,22771437.78000003,18170568.780000012,4600596.0,0.0,0.0,-31072.859999999997
2019-06-26,Middle-earth,other,1092,3250755.6899999985,2545596.6899999985,705159.0,0.0,0.0,-682.5
2019-07-02,Middle-earth,Khazad-dum,12393,36140720.07,28772966.039999995,7365813.0,0.0,0.0,-80455.83000000002
2019-07-02,Middle-earth,Lake Town,7921,21553006.01999998,16959024.80999999,4593225.0,0.0,0.0,-32710.86
2019-07-02,Middle-earth,Pelargir,2863,8545506.060000006,6727102.200000008,1814494.5,0.0,0.0,-10147.41
2019-07-02,Middle-earth,Goblin Town,5167,14787823.049999993,11794121.429999998,2993308.5,0.0,0.0,-27709.5
2019-07-02,Middle-earth,Archet,3061,8566709.970000012,6869324.280000011,1697377.5,0.0,0.0,-2730.0
2019-07-02,Middle-earth,Minas Morgul,7185,21434865.26999999,17337547.500000007,4096911.0,0.0,0.0,-20805.33
2019-07-02,Middle-earth,Rivendell,6495,18578654.639999967,14867397.089999981,3710479.5,0.0,0.0,-43147.65
2019-07-02,Middle-earth,other,4642,12943017.360000003,10290191.73000002,2652331.5,0.0,0.0,-19085.43
2019-07-02,Middle-earth,Osgiliath,440188,1409842169.1899996,1166611336.7999995,242942263.20000008,0.0,0.0,-1624754.0399999986
2019-07-02,Middle-earth,Minas Tirith,16531,50487003.84,41085386.15999997,9391609.5,0.0,0.0,-115271.52000000002
2019-07-02,Middle-earth,Lonely Mountain,8371,24876813.780000016,19955543.790000003,4916047.5,0.0,0.0,-28402.920000000002
2019-07-02,Middle-earth,Gondolin,2797,8244045.810000003,6554470.650000002,1689460.5,0.0,0.0,-15208.829999999998
2019-07-02,Middle-earth,Dale,5508,15884586.900000002,12663536.34000001,3215667.0,0.0,0.0,-57406.439999999995
2019-07-02,Middle-earth,other,673,2033153.8499999987,1607000.8499999985,426153.0,0.0,0.0,0.0
2019-07-02,Middle-earth,Fornost,4030,11800799.010000004,9369660.3,2431884.0,0.0,0.0,-14993.16
2019-07-02,Middle-earth,Edoras,8017,22916712.00000001,18100358.639999986,4811488.5,0.0,0.0,-29003.519999999993
